list_no,address_raw,address_norm,list_date,offer_date,settled_date,list_price,sale_price,sqft,year_built
"72881231","4 Wedgwood 5 4","4 WEDGWOOD 5 4","2021-08-12","2021-12-30","2022-05-03","3595000","","6000","2021"
"72680670","16 Tanglewood Rd 6 6","16 TANGLEWOOD RD 6 6","2020-06-24","2020-11-10","2021-01-14","3575000","","6874","2020"
"72953932","77 Cliff Rd 5 5","77 CLIFF RD 5 5","2022-03-15","2022-03-16","2022-05-19","3495000","","7023","1926"
"72935156","4 Wynnewood Road 6 6","4 WYNNEWOOD RD 6 6","2022-01-18","2022-01-20","2022-04-27","3495000","","6358","2017"
"72894059","38 Chestnut St 5 4","38 CHESTNUT ST 5 4","2021-09-12","2021-09-13","2021-11-17","3495000","","5487","1904"
"72677614","121 Lowell Rd 6 6","121 LOWELL RD 6 6","2020-06-19","2020-06-26","2020-08-13","3495000","","7000","2020"
"72525002","106 Suffolk Road 6 6","106 SUFFOLK RD 6 6","2019-06-24","2019-07-16","2020-07-19","3495000","","7420","2019"
"72750965","40 Park Ave 5 6","40 PARK AVE 5 6","2020-10-29","2020-11-05","2022-02-27","3395000","","6800","2021"
"72643149","30 Tanglewood Rd 6 6","30 TANGLEWOOD RD 6 6","2020-04-10","2020-04-12","2020-06-10","3395000","","7167","2016"
"72615958","22 Greylock Rd 5 4","22 GREYLOCK RD 5 4","2020-02-04","2020-02-10","2020-04-30","3395000","","6690","2005"
"73003247","54 Greylock Road 6 3","54 GREYLOCK RD 6 3","2022-06-22","2022-08-05","2022-10-13","3295000","","5499","1973"
"72911227","15 Livermore Road 5 4","15 LIVERMORE RD 5 4","2021-10-20","2021-10-22","2022-01-23","3295000","","5000","1890"
"73013579","55 Ledgeways 4 3","55 LEDGEWAYS 4 3","2022-07-17","2022-07-30","2022-09-28","3250000","","4960","1960"
"72825002","23 Pembroke Road 5 7","23 PEMBROKE RD 5 7","2021-05-03","2021-05-13","2021-08-25","3250000","","8000","2008"
"72782003","18 Hawthorne Rd 5 5","18 HAWTHORNE RD 5 5","2021-02-02","2021-02-07","2021-04-15","3250000","","6138","1903"
"72779869","97 Arnold Road 4 4","97 ARNOLD RD 4 4","2021-01-27","2021-02-08","2021-04-05","3250000","","5296","1938"
"72855748","30 Whiting Rd 5 4","30 WHITING RD 5 4","2021-06-23","2021-08-21","2021-10-13","3195000","","5070","1930"
"72851502","76 Livingston Rd 5 6","76 LIVINGSTON RD 5 6","2021-06-15","2021-06-30","2021-08-18","3195000","","6229","2001"
"72772627","32 Peirce Rd 6 5","32 PEIRCE RD 6 5","2021-01-06","2021-02-11","2021-05-12","3195000","","6000","1939"
"72746528","5 Beard Way 7 6","5 BEARD WAY 7 6","2020-10-20","2020-11-02","2020-12-03","3195000","","7297","2004"
"72673905","10 Scotch Pine Circle 6 5","10 SCOTCH PINE CIR 6 5","2020-06-14","2020-06-16","2020-07-08","3179000","","5500","2018"
"72800942","29 Whiting Rd 6 4","29 WHITING RD 6 4","2021-03-18","2021-04-10","2021-06-29","3175000","","5500","1930"
"73021178","84 Ledgeways 4 4","84 LEDGEWAYS 4 4","2022-08-02","2022-08-23","2022-11-14","3150000","","4772","1937"
"72777801","22 Colburn Road 6 6","22 COLBURN RD 6 6","2021-01-21","2021-03-28","2021-05-04","3149000","","6100","1913"
"72747491","27 Tanglewood Road 5 5","27 TANGLEWOOD RD 5 5","2020-10-21","2020-10-24","2020-12-07","3149000","","6273","2011"
"72803395","60 Maugus Ave 6 7","60 MAUGUS AVE 6 7","2021-03-23","2021-03-24","2021-06-24","3100000","","6316","2006"
"72678570","216 Winding River Road 5 3","216 WINDING RIVER RD 5 3","2020-06-22","2020-10-22","2020-11-18","3100000","","6918","2005"
"72734990","102 Old Colony Road 5 4","102 OLD COLONY RD 5 4","2020-09-29","2020-10-02","2020-12-02","3095000","","4817","1939"
"72976290","56 Monadnock 4 3","56 MONADNOCK 4 3","2022-05-03","2022-05-07","2022-06-16","3050000","","3825","1950"
"72834495","147 Lowell Rd 5 5","147 LOWELL RD 5 5","2021-05-18","2021-05-20","2021-08-16","3050000","","6168","2007"
"72947973","134 Wellesley Ave 5 4","134 WELLESLEY AVE 5 4","2022-03-01","2022-03-29","2022-05-30","3000000","","6750","2004"
"73019318","64 Halsey Ave 6 4","64 HALSEY AVE 6 4","2022-07-29","2022-08-01","2022-09-14","2995000","","5320","2022"
"73011602","174 Bristol Road 5 4","174 BRISTOL RD 5 4","2022-07-12","2022-07-18","2022-09-07","2995000","","5758","2005"
"72994658","36 Audubon Rd 5 6","36 AUDUBON RD 5 6","2022-06-07","2022-06-09","2022-07-14","2995000","","6523","1937"
"72969217","26 Park Ave 5 5","26 PARK AVE 5 5","2022-04-19","2022-04-21","2022-07-14","2995000","","5517","2017"
"72960211","189 Cliff Rd 6 5","189 CLIFF RD 6 5","2022-03-30","2022-03-31","2022-05-19","2995000","","6294","1935"
"72959722","30 Maugus Ave 5 5","30 MAUGUS AVE 5 5","2022-03-29","2022-04-04","2022-06-13","2995000","","7061","2013"
"72951669","123 Albion Rd 4 4","123 ALBION RD 4 4","2022-03-09","2022-03-12","2022-05-30","2995000","","6500","1998"
"72910731","63 Brook Street 5 4","63 BROOK ST 5 4","2021-10-19","2021-10-29","2022-01-06","2995000","","5974","1910"
"72843309","317 Grove Street 5 5","317 GROVE ST 5 5","2021-06-02","2021-06-05","2021-09-02","2995000","","5724","1999"
"72792521","81 Monadnock Rd 5 4","81 MONADNOCK RD 5 4","2021-03-02","2021-03-07","2021-05-14","2995000","","6840","1996"
"72789779","16 Pine St 6 6","16 PINE ST 6 6","2021-02-24","2021-02-27","2021-06-20","2995000","","5864","1926"
"72787935","4 Woodcliff Rd 5 5","4 WOODCLIFF RD 5 5","2021-02-18","2021-03-18","2021-05-20","2995000","","5223","1925"
"72729458","118 Hundreds Rd 6 3","118 HUNDREDS RD 6 3","2020-09-18","2021-01-17","2021-03-03","2995000","","6000","1929"
"72714041","17 Garden Rd 5 6","17 GARDEN RD 5 6","2020-08-20","2020-09-02","2020-09-20","2995000","","6430","2015"
"72687767","5 Rockridge Rd 5 4","5 ROCKRIDGE RD 5 4","2020-07-08","2020-07-09","2020-08-06","2995000","","5151","1929"
"72631832","94 Edmunds Rd 5 4","94 EDMUNDS RD 5 4","2020-03-10","2020-05-12","2020-08-02","2995000","","5778","1938"
"72586477","14 Boulder Road 6 5","14 BOULDER RD 6 5","2019-10-29","2020-07-08","2020-08-25","2995000","","7700","2019"
"72532017","41 Highgate 4 4","41 HIGHGATE 4 4","2019-07-09","2020-02-24","2020-05-12","2995000","","4804","1981"
"72890279","18 Lanark Rd 6 4","18 LANARK RD 6 4","2021-09-05","2021-09-07","2021-11-11","2980000","","4350","1965"
"72964206","14 Sumner Rd 5 5","14 SUMNER RD 5 5","2022-04-06","2022-04-08","2022-06-02","2950000","","4771","1926"
"72820723","15 Kenilworth Rd 5 4","15 KENILWORTH RD 5 4","2021-04-25","2021-05-03","2021-07-29","2950000","","4571","1949"
"72792831","151 Oakland Street 6 4","151 OAKLAND ST 6 4","2021-03-02","2021-04-14","2021-12-29","2950000","","4797","1748"
"72624194","144 Glen Rd 5 4","144 GLEN RD 5 4","2020-02-25","2020-06-06","2020-07-30","2950000","","5993","2005"
"72807533","54 Abbott Rd 5 3","54 ABBOTT RD 5 3","2021-03-31","2021-04-18","2021-06-03","2949000","","4787","1896"
"72947998","1 Dinsmore Rd 5 4","1 DINSMORE RD 5 4","2022-03-01","2022-04-28","2022-05-31","2900000","","6164","2003"
"72744184","55 Cliff Rd 4 3","55 CLIFF RD 4 3","2020-10-15","2020-10-17","2020-12-14","2899000","","5628","1928"
"73037052","34 Willow Road 5 5","34 WILLOW RD 5 5","2022-09-14","2022-09-15","2022-11-29","2895000","","5310","2020"
"72897670","24 Priscilla Road 6 6","24 PRISCILLA RD 6 6","2021-09-19","2021-11-23","2022-01-25","2895000","","5500","2021"
"72897546","30 Lowell Rd 5 4","30 LOWELL RD 5 4","2021-09-19","2021-10-02","2021-12-08","2895000","","5000","1931"
"72667273","80 Fuller Brook Rd 5 5","80 FULLER BROOK RD 5 5","2020-06-02","2020-06-16","2021-01-10","2895000","","6020","2020"
"72584922","84 Whittier Road 5 5","84 WHITTIER RD 5 5","2019-10-24","2019-10-25","2020-04-20","2895000","","5765","2019"
"72817332","45 Chestnut St 5 5","45 CHESTNUT ST 5 5","2021-04-19","2021-04-20","2021-06-20","2875000","","6015","1933"
"72830323","66 Windsor Rd 5 5","66 WINDSOR RD 5 5","2021-05-11","2021-05-26","2021-08-02","2850000","","5026","1924"
"72826246","179 Oakland St 4 3","179 OAKLAND ST 4 3","2021-05-04","2021-06-06","2021-06-29","2848000","","4968","2010"
"72621588","27 Pembroke Rd 6 6","27 PEMBROKE RD 6 6","2020-02-18","2020-02-24","2020-04-15","2845000","","8106","2006"
"72932076","15 Mayo Rd. 6 6","15 MAYO RD 6 6","2022-01-06","2022-01-09","2022-05-30","2835000","","5493","2022"
"72985547","65 Crest Rd 4 3","65 CREST RD 4 3","2022-05-19","2022-05-31","2022-06-29","2799000","","4150","1878"
"73008147","55 Pilgrim Rd 4 4","55 PILGRIM RD 4 4","2022-07-05","2022-07-09","2022-09-14","2795000","","4800","2018"
"72953269","3 Woodland Rd 5 4","3 WOODLAND RD 5 4","2022-03-15","2022-03-20","2022-04-27","2795000","","4400","2013"
"72953166","77 Monadnock Road 5 3","77 MONADNOCK RD 5 3","2022-03-14","2022-03-17","2022-05-15","2795000","","5300","1994"
"72941357","158 Winding River Rd 5 3","158 WINDING RIVER RD 5 3","2022-02-08","2022-02-13","2022-04-14","2795000","","5002","1967"
"72933322","8 Old Farm Rd 5 4","8 OLD FARM RD 5 4","2022-01-11","2022-01-13","2022-02-10","2795000","","4705","1941"
"72786601","15 Longmeadow Rd 5 4","15 LONGMEADOW RD 5 4","2021-02-16","2021-03-05","2021-06-27","2795000","","4555","1938"
"72908711","107 Cliff Rd 5 4","107 CLIFF RD 5 4","2021-10-13","2021-10-20","2022-02-07","2788000","","3728","1963"
"72662519","166 Winding River Rd 4 3","166 WINDING RIVER RD 4 3","2020-05-26","2020-08-16","2020-08-16","2785000","","5450","1963"
"72946865","21 Cushing Rd 5 4","21 CUSHING RD 5 4","2022-02-27","2022-03-02","2022-04-18","2750000","","4558","1909"
"72664241","27 Livermore Rd 7 5","27 LIVERMORE RD 7 5","2020-05-28","2020-05-30","2020-08-06","2750000","","5210","1889"
"72650214","8 Monadnock Rd 5 5","8 MONADNOCK RD 5 5","2020-04-30","2021-03-22","2021-05-11","2750000","","7486","1947"
"72570762","3 Dewing Path 5 6","3 DEWING PATH 5 6","2019-09-24","2019-11-21","2020-01-08","2749000","","5918","2009"
"72610102","7 Allen Road 5 5","7 ALLEN RD 5 5","2020-01-20","2020-01-29","2020-03-10","2745000","","5229","1929"
"72774666","204 Grove St 5 3","204 GROVE ST 5 3","2021-01-12","2021-01-16","2021-02-28","2725000","","5016","1973"
"72976298","19 Marshall Rd 4 5","19 MARSHALL RD 4 5","2022-05-03","2022-05-06","2022-06-28","2699000","","4752","2017"
"72969150","18 Linwood Rd 5 3","18 LINWOOD RD 5 3","2022-04-19","2022-04-23","2022-07-21","2695000","","5649","2006"
"72943801","111 Westgate Rd 5 4","111 WESTGATE RD 5 4","2022-02-16","2022-02-20","2022-04-20","2695000","","5000","1964"
"72605632","118 Abbott Road 5 3","118 ABBOTT RD 5 3","2019-12-17","2020-01-10","2020-04-01","2695000","","4142","1912"
"72980329","2 River Glen Rd 5 5","2 RIVER GLEN RD 5 5","2022-05-10","2022-05-15","2022-06-26","2692000","","6701","2007"
"73028792","15 Orchard St 5 5","15 ORCHARD ST 5 5","2022-08-24","2022-11-07","2022-12-19","2690000","","5900","1938"
"72971202","23 Chestnut St 5 3","23 CHESTNUT ST 5 3","2022-04-24","2022-04-30","2022-06-12","2675000","","4068","1905"
"72937543","50 Washburn Ave 5 4","50 WASHBURN AVE 5 4","2022-01-26","2022-01-31","2022-05-11","2650000","","4400","2022"
"72819664","150 Glen Rd 5 4","150 GLEN RD 5 4","2021-04-22","2021-04-29","2021-06-24","2650000","","5424","2008"
"72776946","57 Windsor Road 5 5","57 WINDSOR RD 5 5","2021-01-19","2021-03-24","2022-01-11","2650000","","4500","1929"
"72812218","25 Old Colony Rd 5 4","25 OLD COLONY RD 5 4","2021-04-08","2021-07-10","2021-08-18","2645000","","5603","1937"
"72998974","29 Patton Road 5 4","29 PATTON RD 5 4","2022-06-15","2022-06-17","2022-07-31","2595000","","4073","2018"
"72994279","25 Emerson Rd 5 4","25 EMERSON RD 5 4","2022-06-07","2022-06-10","2022-08-01","2595000","","5156","1929"
"72923266","7 Massasoit Rd 5 4","7 MASSASOIT RD 5 4","2021-11-28","2021-12-01","2022-02-27","2595000","","4936","2022"
"72873507","37 Falmouth Rd 5 3","37 FALMOUTH RD 5 3","2021-07-28","2021-10-04","2021-11-16","2595000","","4152","1965"
"72838344","59 Cliff Road 5 4","59 CLIFF RD 5 4","2021-05-25","2021-06-24","2021-08-30","2595000","","4717","1930"
"72711892","5 Edgewater Dr 5 5","5 EDGEWATER DR 5 5","2020-08-17","2020-08-20","2020-09-28","2595000","","5841","2013"
"72669157","67 Longfellow Road 7 5","67 LONGFELLOW RD 7 5","2020-06-06","2020-06-07","2020-06-29","2595000","","7007","1895"
"72646999","7 Sprague Rd 7 6","7 SPRAGUE RD 7 6","2020-04-22","2020-07-23","2020-08-24","2595000","","6500","2020"
"72561612","31 Brook St 6 3","31 BROOK ST 6 3","2019-09-08","2020-03-07","2020-05-27","2595000","","5412","1890"
"72671466","77 Royalston Road 4 5","77 ROYALSTON RD 4 5","2020-06-09","2020-07-23","2020-09-13","2590000","","4850","1978"
"72841821","32 Maugus Ave 7 3","32 MAUGUS AVE 7 3","2021-06-01","2021-06-03","2021-07-15","2575000","","5519","1929"
"72826693","10 Old Colony 5 4","10 OLD COLONY 5 4","2021-05-05","2021-05-09","2021-07-15","2560000","","5616","1938"
"72983932","19 Colgate Rd 5 3","19 COLGATE RD 5 3","2022-05-17","2022-05-21","2022-07-31","2559000","","3302","1966"
"72933781","11 Fisher Avenue 5 4","11 FISHER AVE 5 4","2022-01-12","2022-01-14","2022-03-07","2550000","","4900","2015"
"73007963","10 Sturbridge Road 5 2","10 STURBRIDGE RD 5 2","2022-07-05","2022-08-08","2022-09-06","2549000","","3396","1961"
"72972626","22 Saunders Ter 4 5","22 SAUNDERS TER 4 5","2022-04-26","2022-05-01","2022-06-22","2535000","","3551","1925"
"72804018","129 Hampshire Rd 5 5","129 HAMPSHIRE RD 5 5","2021-03-24","2021-03-27","2021-05-31","2500000","","4258","2007"
"72903568","14 Strathmore Rd 5 5","14 STRATHMORE RD 5 5","2021-10-01","2021-11-02","2022-01-05","2499000","","5125","2021"
"72652679","46 Garden Road 4 4","46 GARDEN RD 4 4","2020-05-06","2020-06-05","2020-07-09","2499000","","4636","1907"
"73024081","60 Windsor Road 3 2","60 WINDSOR RD 3 2","2022-08-10","2022-08-12","2022-08-25","2495000","","2750","1933"
"73002994","38 Earle Road 5 4","38 EARLE RD 5 4","2022-06-22","2022-06-30","2022-08-04","2495000","","5000","2013"
"72970128","7 Kipling Road 7 6","7 KIPLING RD 7 6","2022-04-20","2022-04-23","2022-08-14","2495000","","6161","1925"
"72963253","7 Nantucket Road 4 3","7 NANTUCKET RD 4 3","2022-04-05","2022-04-08","2022-06-27","2495000","","4309","1958"
"72959625","15 Old Town Road 4 4","15 OLD TOWN RD 4 4","2022-03-29","2022-04-02","2022-05-25","2495000","","3786","1932"
"72954542","3R Westminster Cir 5 3","3R WESTMINSTER CIR 5 3","2022-03-16","2022-03-19","2022-05-26","2495000","","6000","2015"
"72951667","51 Wareland Road 4 3","51 WARELAND RD 4 3","2022-03-09","2022-03-20","2022-06-22","2495000","","5196","2004"
"72950745","115 Great Plain Ave 5 5","115 GREAT PLAIN AVE 5 5","2022-03-08","2022-03-12","2022-05-24","2495000","","4199","2014"
"72811269","42 Elm Street 6 5","42 ELM ST 6 5","2021-04-07","2021-04-11","2021-06-13","2495000","","5600","2001"
"72806250","12 Glen Brook Rd 4 3","12 GLEN BROOK RD 4 3","2021-03-30","2021-03-31","2021-05-31","2495000","","5088","1990"
"72676575","101 Abbott Rd 6 4","101 ABBOTT RD 6 4","2020-06-17","2020-07-22","2020-08-27","2495000","","4457","1910"
"72657633","21 Wedgwood 6 5","21 WEDGWOOD 6 5","2020-05-17","2020-06-14","2020-08-09","2495000","","5600","2017"
"72655311","66 Standish Cir 5 4","66 STANDISH CIR 5 4","2020-05-12","2020-05-18","2020-07-30","2495000","","5200","2013"
"72651731","69 Forest St 4 4","69 FOREST ST 4 4","2020-05-04","2020-05-16","2020-06-15","2495000","","4200","2017"
"72623247","112 Abbott Road 5 4","112 ABBOTT RD 5 4","2020-02-23","2020-03-01","2020-05-31","2495000","","4654","1905"
"72609806","3 Winding River Cir 5 4","3 WINDING RIVER CIR 5 4","2020-01-19","2020-01-26","2020-06-14","2495000","","5501","1967"
"72675815","Lot 25 Leewood 5 6","LOT 25 LEEWOOD 5 6","2020-06-16","2020-10-14","2021-06-09","2489500","","5803","2020"
"72629176","33 MAUGUS HILL ROAD 5 5","33 MAUGUS HILL RD 5 5","2020-03-04","2020-05-03","2020-06-11","2489000","","5300","2020"
"73018221","39 Sagamore Rd 4 2","39 SAGAMORE RD 4 2","2022-07-26","2022-07-28","2022-09-22","2475000","","3451","1938"
"72885546","904 Washington St 6 3","904 WASHINGTON ST 6 3","2021-08-23","2021-08-27","2021-10-21","2475000","","6639","1999"
"72990538","11 Bradley Ave 5 4","11 BRADLEY AVE 5 4","2022-05-31","2022-06-02","2022-08-04","2450000","","3730","2016"
"72694046","42 Chestnut Street 5 3","42 CHESTNUT ST 5 3","2020-07-17","2020-07-30","2020-09-13","2450000","","5112","1993"
"72623469","38 Kenilworth Road 5 4","38 KENILWORTH RD 5 4","2020-03-01","2020-06-08","2020-08-23","2430000","","4133","1932"
"72973346","19 Indian Springs Way 6 3","19 INDIAN SPRINGS WAY 6 3","2022-04-27","2022-05-06","2022-08-01","2425000","","4109","1895"
"72797893","116 Hampshire Rd 5 3","116 HAMPSHIRE RD 5 3","2021-03-12","2021-03-15","2021-05-02","2425000","","4200","1954"
"72596519","26 Croton 4 4","26 CROTON 4 4","2019-11-26","2019-12-04","2021-04-06","2400000","","3600","2019"
"72913479","138 Hampshire Rd 5 3","138 HAMPSHIRE RD 5 3","2021-10-24","2021-10-29","2021-12-09","2399000","","4404","1955"
"73037491","31 Atwood Street 5 4","31 ATWOOD ST 5 4","2022-09-14","2022-10-18","2023-01-11","2395000","","3878","2022"
"72954577","200-202 Washington Street 5 5","200-202 WASHINGTON ST 5 5","2022-03-16","2022-03-25","2022-07-20","2395000","","3830","1862"
"72953993","40 Hampshire Rd 4 3","40 HAMPSHIRE RD 4 3","2022-03-15","2022-03-20","2022-06-15","2395000","","4969","1948"
"72950808","7 Edmunds Rd 6 5","7 EDMUNDS RD 6 5","2022-03-08","2022-03-11","2022-06-15","2395000","","5695","2002"
"72948138","35 Lehigh Rd 5 4","35 LEHIGH RD 5 4","2022-03-01","2022-03-05","2022-05-25","2395000","","3234","1960"
"72939165","44 Norwich Road 4 3","44 NORWICH RD 4 3","2022-02-01","2022-02-06","2022-05-31","2395000","","4314","1964"
"72937619","7 Chestnut St 6 3","7 CHESTNUT ST 6 3","2022-01-27","2022-01-28","2022-06-20","2395000","","4007","1888"
"72935733","5 Wynnewood Road 4 4","5 WYNNEWOOD RD 4 4","2022-01-19","2022-01-23","2022-03-14","2395000","","5303","1956"
"72821159","2 Burnett Ln 5 5","2 BURNETT LN 5 5","2021-04-26","2021-05-02","2021-07-22","2395000","","6971","2005"
"72743151","11 Mountview Rd 5 3","11 MOUNTVIEW RD 5 3","2020-10-13","2020-10-16","2020-12-29","2395000","","5362","1957"
"72716342","11 Scotch Pine Cir 4 4","11 SCOTCH PINE CIR 4 4","2020-08-25","2020-10-12","2020-11-16","2395000","","5349","1971"
"72681372","8 Sumner Rd. 5 2","8 SUMNER RD 5 2","2020-06-25","2020-06-26","2020-08-11","2395000","","4503","1923"
"72616753","14 Plymouth Road 5 4","14 PLYMOUTH RD 5 4","2020-02-05","2020-02-09","2020-06-17","2395000","","5000","1937"
"72604775","151 Cliff Rd 6 3","151 CLIFF RD 6 3","2020-01-05","2020-01-16","2020-03-10","2395000","","4794","1936"
"72597642","117 Grove St 5 4","117 GROVE ST 5 4","2019-12-02","2019-12-05","2020-01-29","2395000","","4508","1930"
"72984322","1 Hickory Rd 4 4","1 HICKORY RD 4 4","2022-05-17","2022-05-27","2022-07-06","2390000","","4800","2015"
"72994461","24 Mayo Road 4 4","24 MAYO RD 4 4","2022-06-07","2022-06-10","2022-08-08","2375000","","4652","2015"
"72944398","31 Lathrop Rd 5 3","31 LATHROP RD 5 3","2022-02-17","2022-02-24","2022-05-16","2365000","","4532","1959"
"72855315","193 Bristol Rd 4 3","193 BRISTOL RD 4 3","2021-06-22","2021-06-24","2021-08-31","2350000","","4363","1966"
"72759642","38 Lehigh Rd 4 4","38 LEHIGH RD 4 4","2020-11-19","2021-01-31","2021-04-08","2350000","","4578","1962"
"72861474","90 Dover Rd 4 4","90 DOVER RD 4 4","2021-07-06","2021-07-10","2021-09-30","2339900","","4700","2017"
"72684019","1 Edmunds Road 8 7","1 EDMUNDS RD 8 7","2020-07-01","2020-07-30","2021-08-16","2325000","","8677","1890"
"72777741","23 Plymouth Road 5 4","23 PLYMOUTH RD 5 4","2021-01-21","2021-01-24","2021-02-25","2300000","","4020","1934"
"72579565","8 Old Farm Rd 5 4","8 OLD FARM RD 5 4","2019-10-13","2019-11-08","2020-02-27","2300000","","4906","1941"
"73033632","43 Tanglewood Rd 5 3","43 TANGLEWOOD RD 5 3","2022-09-06","2022-10-22","2022-11-29","2299000","","4232","1960"
"72909040","6 Clifford St 5 6","6 CLIFFORD ST 5 6","2021-10-14","2021-10-14","2021-11-08","2299000","","4798","2018"
"72890463","8 Great Plain Ave 5 5","8 GREAT PLAIN AVE 5 5","2021-09-06","2021-09-09","2021-11-29","2299000","","5745","2013"
"73035351","84 Pleasant Street 5 4","84 PLEASANT ST 5 4","2022-09-11","2022-09-12","2022-10-16","2295000","","3606","2022"
"73033380","10 Hawthorne Rd 5 3","10 HAWTHORNE RD 5 3","2022-09-06","2022-09-11","2022-10-27","2295000","","3805","1910"
"73007723","22 Northgate Rd 5 4","22 NORTHGATE RD 5 4","2022-07-05","2022-07-07","2022-08-28","2295000","","4700","2013"
"72994734","1 Brookdale Ave 4 4","1 BROOKDALE AVE 4 4","2022-06-07","2022-06-11","2022-07-25","2295000","","5410","2005"
