permit_record_id,permit_address,permit_date,permit_est_cost,mls_list_no,mls_address,mls_list_date,mls_settled_date,mls_sale_price,match_type,match_score,time_to_list_days,time_to_sale_days,sale_to_cost_ratio
"","1 Bow Street 3 2","","","73390306","1 Bow Street 3 2","2025-06-11","2025-08-06","","exact","1","","",""
"","12 Durant Road 3 2","","","73222397","12 Durant Road 3 2","2024-04-09","2024-07-29","","exact","1","","",""
"","6 Fisher Ave 4 3","","","73154181","6 Fisher Ave 4 3","2023-08-30","2024-04-30","","exact","1","","",""
"","16 Granite Street 4 1","","","73075842","16 Granite Street 4 1","2023-02-01","2023-05-04","","exact","1","","",""
"","11 Sessions St 3 2","","","73365688","11 Sessions St 3 2","2025-04-27","2025-05-27","","exact","1","","",""
"","64 Curve Street 4 2","","","73338960","64 Curve Street 4 2","2025-02-25","2025-04-23","","exact","1","","",""
"","5 Bow St 3 2","","","73332354","5 Bow St 3 2","2025-02-03","2025-03-30","","exact","1","","",""
"","11 Bryn Mawr Rd 3 1","","","73263782","11 Bryn Mawr Rd 3 1","2024-07-10","2024-10-10","","exact","1","","",""
"","58 Curve St 3 1","","","73206673","58 Curve St 3 1","2024-02-27","2024-04-17","","exact","1","","",""
"","42 Summit Road 3 1","","","73170252","42 Summit Road 3 1","2023-10-12","2024-01-29","","exact","1","","",""
"","19 Edgemoor Ave 4 3","","","73127494","19 Edgemoor Ave 4 3","2023-06-20","2023-08-15","","exact","1","","",""
"","43 College Road 2 2","","","73081434","43 College Road 2 2","2023-02-22","2023-04-17","","exact","1","","",""
"","23 Lexington Rd 4 2","","","73287378","23 Lexington Rd 4 2","2024-09-08","2025-04-02","","exact","1","","",""
"","31 Kingsbury St 3 1","","","73435446","31 Kingsbury St 3 1","2025-09-23","2025-11-11","","exact","1","","",""
"","241 Weston Rd 3 1","","","73366638","241 Weston Rd 3 1","2025-04-29","2025-06-29","","exact","1","","",""
"","23 Wareland Rd 3 2","","","73389515","23 Wareland Rd 3 2","2025-06-10","2025-07-13","","exact","1","","",""
"","298 Weston Rd 3 2","","","73292069","298 Weston Rd 3 2","2024-09-17","2024-11-21","","exact","1","","",""
"","17 Pleasant Street U:17 4 3","","","73072379","17 Pleasant Street U:17 4 3","2023-01-19","2023-04-09","","exact","1","","",""
"","62 Pleasant 2 2","","","73231460","62 Pleasant 2 2","2024-04-30","2024-06-27","","exact","1","","",""
"","21 Wellesley Ave 4 3","","","73397204","21 Wellesley Ave 4 3","2025-06-25","2025-07-17","","exact","1","","",""
"","282 Oakland Street 3 2","","","73341416","282 Oakland Street 3 2","2025-03-04","2025-05-20","","exact","1","","",""
"","8 Hastings St 3 1","","","73322316","8 Hastings St 3 1","2025-01-01","2025-02-13","","exact","1","","",""
"","15 Cunningham Road 3 1","","","73159254","15 Cunningham Road 3 1","2023-09-12","2023-10-23","","exact","1","","",""
"","19 Northgate Road 3 1","","","73140489","19 Northgate Road 3 1","2023-07-15","2023-09-25","","exact","1","","",""
"","73 Brook St 2 1","","","73217027","73 Brook St 2 1","2024-03-26","2024-04-18","","exact","1","","",""
"","26 Cottage St 4 2","","","73211830","26 Cottage St 4 2","2024-03-12","2024-04-17","","exact","1","","",""
"","1 Bancroft Road 4 1","","","73182938","1 Bancroft Road 4 1","2023-11-26","2024-01-21","","exact","1","","",""
"","37 River Ridge Road 3 2","","","73117687","37 River Ridge Road 3 2","2023-05-30","2023-10-03","","exact","1","","",""
"","5 Intervale Rd 2 2","","","73443551","5 Intervale Rd 2 2","2025-10-14","2025-11-20","","exact","1","","",""
"","365 Weston Road 4 2","","","73441314","365 Weston Road 4 2","2025-10-07","2025-12-02","","exact","1","","",""
"","14 Intervale Road 3 2","","","73363807","14 Intervale Road 3 2","2025-04-22","2025-07-13","","exact","1","","",""
"","3 Rockland St 3 2","","","73355996","3 Rockland St 3 2","2025-04-06","2025-07-31","","exact","1","","",""
"","3 Vista Rd 3 2","","","73306515","3 Vista Rd 3 2","2024-10-24","2024-12-16","","exact","1","","",""
"","346 Linden Street 3 2","","","73219703","346 Linden Street 3 2","2024-04-02","2024-06-16","","exact","1","","",""
"","14 Bird Hill Avenue 3 2","","","73200394","14 Bird Hill Avenue 3 2","2024-02-06","2024-03-28","","exact","1","","",""
"","144 Oakland Street 4 2","","","73097575","144 Oakland Street 4 2","2023-04-11","2023-06-27","","exact","1","","",""
"","432 Weston Road 3 2","","","73077404","432 Weston Road 3 2","2023-02-07","2023-03-13","","exact","1","","",""
"","91 Prospect 4 2","","","73244032","91 Prospect 4 2","2024-05-28","2024-07-11","","exact","1","","",""
"","3 BOBOLINK ROAD 4 3","","","73350724","3 Bobolink Rd 4 3","2025-03-25","2025-06-15","","exact","1","","",""
"","2 Brookdale Ave 4 2","","","73043235","2 Brookdale Ave 4 2","2022-09-29","2023-01-23","","exact","1","","",""
"","35 Overbrook Dr 3 2","","","73100620","35 Overbrook Dr 3 2","2023-04-18","2023-06-01","","exact","1","","",""
"","21 Intervale Road 3 1","","","73332655","21 Intervale Road 3 1","2025-02-04","2025-03-17","","exact","1","","",""
"","19 Wareland Rd 4 2","","","73266762","19 Wareland Rd 4 2","2024-07-17","2024-09-30","","exact","1","","",""
"","77 Wellesley Ave 4 2","","","73231685","77 Wellesley Ave 4 2","2024-04-30","2024-06-13","","exact","1","","",""
"","17 Roberts Rd 3 1","","","73231381","17 Roberts Rd 3 1","2024-04-30","2024-06-06","","exact","1","","",""
"","4 Earle Road 3 2","","","73261560","4 Earle Road 3 2","2024-07-08","2024-09-18","","exact","1","","",""
"","66 River Street 3 1","","","73263781","66 River Street 3 1","2024-07-10","2024-09-08","","exact","1","","",""
"","12 Wildon Rd 3 1","","","73117977","12 Wildon Rd 3 1","2023-05-30","2023-08-14","","exact","1","","",""
"","19 Eaton Ct 6 1","","","73056942","19 Eaton Ct 6 1","2022-11-08","2023-01-30","","exact","1","","",""
"","9 Stonecleve Rd 3 2","","","73405722","9 Stonecleve Rd 3 2","2025-07-15","2025-11-18","","exact","1","","",""
"","38 Riverdale Road 4 1","","","73251361","38 Riverdale Road 4 1","2024-06-11","2024-08-27","","exact","1","","",""
"","13 Fells Rd 3 1","","","73357422","13 Fells Rd 3 1","2025-04-08","2025-06-05","","exact","1","","",""
"","721 Worcester St 4 2","","","73314224","721 Worcester St 4 2","2024-11-19","2025-01-16","","exact","1","","",""
"","21 Fuller Brook Rd 3 1","","","73108898","21 Fuller Brook Rd 3 1","2023-05-08","2023-06-28","","exact","1","","",""
"","44 Chesterton Rd 4 2","","","73081271","44 Chesterton Rd 4 2","2023-02-21","2023-03-30","","exact","1","","",""
"","28 Poplar Rd 3 2","","","73422944","28 Poplar Rd 3 2","2025-08-27","2025-10-30","","exact","1","","",""
"","373 Worcester Street 3 1","","","73238244","373 Worcester Street 3 1","2024-05-14","2024-07-08","","exact","1","","",""
"","401 Weston Rd 3 1","","","73161885","401 Weston Rd 3 1","2023-09-20","2023-10-31","","exact","1","","",""
"","392 Wellesley Ave 4 2","","","73119323","392 Wellesley Ave 4 2","2023-05-31","2023-08-14","","exact","1","","",""
"","16 Woodfield Rd 3 1","","","73121965","16 Woodfield Rd 3 1","2023-06-06","2023-07-18","","exact","1","","",""
"","421 Weston Road 3 1","","","73084781","421 Weston Road 3 1","2023-03-05","2023-04-17","","exact","1","","",""
"","312 Linden St 3 3","","","73287751","312 Linden St 3 3","2024-09-09","2025-02-18","","exact","1","","",""
"","26 Kimlo Rd 3 2","","","73417325","26 Kimlo Rd 3 2","2025-08-12","2025-12-01","","exact","1","","",""
"","155 Cedar St 4 2","","","73087909","155 Cedar St 4 2","2023-03-14","2023-05-24","","exact","1","","",""
"","9 Wiswall Circle U:9 2 2","","","73347789","9 Wiswall Circle U:9 2 2","2025-03-18","2025-04-14","","exact","1","","",""
"","19 Harris Ave 4 3","","","73171795","19 Harris Ave 4 3","2023-10-17","2023-11-29","","exact","1","","",""
"","27 Boulevard Rd 4 1","","","73157753","27 Boulevard Rd 4 1","2023-09-09","2023-10-26","","exact","1","","",""
"","33 Bay View Rd 3 2","","","73109560","33 Bay View Rd 3 2","2023-05-09","2023-06-29","","exact","1","","",""
"","345 Linden 3 1","","","73074917","345 Linden 3 1","2023-01-30","2023-05-09","","exact","1","","",""
"","94 Great Plain Ave 4 1","","","73047288","94 Great Plain Ave 4 1","2022-10-11","2023-02-27","","exact","1","","",""
"","294 Weston Rd 3 1","","","73055287","294 Weston Rd 3 1","2022-11-02","2023-02-16","","exact","1","","",""
"","75 Russell Rd 2 2","","","73269063","75 Russell Rd 2 2","2024-07-23","2024-12-09","","exact","1","","",""
"","62 Donizetti St 2 1","","","73261257","62 Donizetti St 2 1","2024-07-07","2024-08-13","","exact","1","","",""
"","85 Cedar Street 3 1","","","73277412","85 Cedar Street 3 1","2024-08-13","2024-09-22","","exact","1","","",""
"","32 Cavanaugh Road 3 1","","","73329527","32 Cavanaugh Road 3 1","2025-01-26","2025-02-26","","exact","1","","",""
"","44 Hundreds Road 3 2","","","73287451","44 Hundreds Road 3 2","2024-09-08","2024-10-24","","exact","1","","",""
"","6 Oakland Street 3 2","","","73228414","6 Oakland Street 3 2","2024-04-23","2024-05-30","","exact","1","","",""
"","32 S Woodside Avenue 3 1","","","73220526","32 S Woodside Avenue 3 1","2024-04-03","2024-07-09","","exact","1","","",""
"","17 Schaller St 4 1","","","73349678","17 Schaller St 4 1","2025-03-26","2025-05-15","","exact","1","","",""
"","22 Stonecleve Rd 3 1","","","73271675","22 Stonecleve Rd 3 1","2024-07-30","2025-03-20","","exact","1","","",""
"","10 Fife Rd 3 1","","","73216646","10 Fife Rd 3 1","2024-03-25","2024-10-24","","exact","1","","",""
"","731 Worcester St 3 2","","","73136302","731 Worcester St 3 2","2023-07-12","2024-04-04","","exact","1","","",""
"","22 Kimlo Rd 3 2","","","73394326","22 Kimlo Rd 3 2","2025-06-19","2025-09-30","","exact","1","","",""
"","46 Upson Rd 2 1","","","73319552","46 Upson Rd 2 1","2024-12-11","2025-01-23","","exact","1","","",""
"","31 Charles St 3 2","","","73149830","31 Charles St 3 2","2023-08-16","2023-10-01","","exact","1","","",""
"","27 Kirkland Circle 4 1","","","73005674","27 Kirkland Circle 4 1","2022-06-27","2023-03-14","","exact","1","","",""
"","25 Shaw Rd 2 1","","","73004933","25 Shaw Rd 2 1","2022-06-27","2023-07-24","","exact","1","","",""
"","24 Edgemoor Ave 2 1","","","73351951","24 Edgemoor Ave 2 1","2025-03-29","2025-04-29","","exact","1","","",""
"","41 Park Ave 2 1","","","73277345","41 Park Ave 2 1","2024-08-12","2024-12-01","","exact","1","","",""
"","15 Hill Top Road 2 1","","","73266150","15 Hill Top Road 2 1","2024-07-16","2024-08-28","","exact","1","","",""
"","44 Cottonwood Road 3 1","","","73091006","44 Cottonwood Road 3 1","2023-03-23","2023-05-24","","exact","1","","",""
"","12 Stonecleve Rd 2 2","","","73350619","12 Stonecleve Rd 2 2","2025-03-25","2025-10-23","","exact","1","","",""
"","11 Alba Road 3 1","","","73102941","11 Alba Road 3 1","2023-04-24","2023-06-05","","exact","1","","",""
"","814 Worcester Street 3 2","","","73159219","814 Worcester Street 3 2","2023-09-12","2024-01-28","","exact","1","","",""
"","6 Intervale Rd 2 1","","","73265931","6 Intervale Rd 2 1","2024-07-16","2024-10-24","","exact","1","","",""
"","25 Thomas Rd 3 1","","","73141827","25 Thomas Rd 3 1","2023-07-27","2023-08-30","","exact","1","","",""
"","847 Worcester St 3 2","","","73406758","847 Worcester St 3 2","2025-07-17","2025-11-11","","exact","1","","",""
"","368 Worcester Street 6 3","","","73346339","368 Worcester Street 6 3","2025-03-16","2025-04-20","","exact","1","","",""
"","855 Worcester St 3 2","","","73156047","855 Worcester St 3 2","2023-09-05","2023-10-25","","exact","1","","",""
"","838 Worcester 4 2","","","73264824","838 Worcester 4 2","2024-07-14","2024-11-06","","exact","1","","",""
"","63 Russell Rd 4 1","","","73048856","63 Russell Rd 4 1","2022-10-18","2023-02-16","","exact","1","","",""
"","61 Beechwood Rd 3 2","","","73081486","61 Beechwood Rd 3 2","2023-03-01","2023-03-21","","exact","1","","",""
"","603 Worcester St 3 2","","","73173994","603 Worcester St 3 2","2023-10-24","2024-08-14","","exact","1","","",""
"","6 Walnut Place 3 1","","","73113870","6 Walnut Place 3 1","2023-05-17","2023-06-19","","exact","1","","",""
"","32 Rockland St 3 1","","","73353888","32 Rockland St 3 1","2025-04-01","2025-05-07","","exact","1","","",""
"","1 Dale St 3 2","","","73028177","1 Dale St 3 2","2022-08-21","2023-08-16","","exact","1","","",""
"","40 Cedar St 2 1","","","73313042","40 Cedar St 2 1","2024-11-14","2025-03-09","","exact","1","","",""
"","51 Riverdale Road 3 2","","","73085558","51 Riverdale Road 3 2","2023-03-07","2023-04-27","","exact","1","","",""
"","17 Pine Plain Road 1 1","","","73300894","17 Pine Plain Road 1 1","2024-10-09","2025-01-06","","exact","1","","",""
"","460 WORCESTER STREET 1 1","","","73115057","460 WORCESTER STREET 1 1","2023-05-21","2023-06-13","","exact","1","","",""
"","87 Hundreds Rd","","","73426863","87 Hundreds Rd","2025-09-04","2025-10-15","","exact","1","","",""
"","52 Valley Rd","","","73292242","52 Valley Rd","2024-09-18","2025-03-23","","exact","1","","",""
"","15 Lathrop Rd","","","73163127","15 Lathrop Rd","2023-09-24","2024-05-21","","exact","1","","",""
"","222 Grove - Land","","","73187344","222 Grove - Land","2023-12-12","2024-05-28","","exact","1","","",""
"","17 Suffolk Rd","","","73240714","17 Suffolk Rd","2024-05-19","2024-10-03","","exact","1","","",""
"","67 Old Colony Rd","","","73402960","67 Old Colony Rd","2025-07-09","2025-08-28","","exact","1","","",""
"","201 Lowell Road","","","73102988","201 Lowell Road","2023-04-24","2023-08-08","","exact","1","","",""
"","25 Oak St","","","73076749","25 Oak St","2023-02-05","2023-03-14","","exact","1","","",""
"","22-24 Edgemoor Ave","","","73327221","22-24 Edgemoor Ave","2025-01-17","2025-03-06","","exact","1","","",""
"","51 Scotch Pine Road 6 8","","","72810980","51 Scotch Pine Road 6 8","2021-04-07","2022-12-28","","exact","1","","",""
"","166 Edmunds Rd 4 7","","","72829319","166 Edmunds Rd 4 7","2021-05-10","2021-09-14","","exact","1","","",""
"","209 Cliff Rd 7 6","","","72676691","209 Cliff Rd 7 6","2020-06-17","2020-08-11","","exact","1","","",""
"","1 & 11 Kenilworth Rd 7 8","","","72617745","1 & 11 Kenilworth Rd 7 8","2020-02-09","2020-07-30","","exact","1","","",""
"","14 Monadnock Road 5 5","","","73045983","14 Monadnock Road 5 5","2022-10-07","2022-11-29","","exact","1","","",""
"","103 Livingston Rd 7 7","","","72583851","103 Livingston Rd 7 7","2019-10-22","2020-08-30","","exact","1","","",""
"","9 Peirce Rd 7 5","","","72856388","9 Peirce Rd 7 5","2021-06-23","2021-09-14","","exact","1","","",""
"","45 Ravine Rd 6 8","","","72855796","45 Ravine Rd 6 8","2021-06-23","2021-08-12","","exact","1","","",""
"","30 Falmouth Rd 6 6","","","72944961","30 Falmouth Rd 6 6","2022-02-21","2022-12-12","","exact","1","","",""
"","62 Carisbrooke Road 8 5","","","72816315","62 Carisbrooke Road 8 5","2021-04-15","2021-06-15","","exact","1","","",""
"","159 Dover Rd and 38 Livingston Rd 7 7","","","72769338","159 Dover Rd and 38 Livingston Rd 7 7","2020-12-26","2021-02-24","","exact","1","","",""
"","28 Sturbridge Rd 6 6","","","73052485","28 Sturbridge Rd 6 6","2022-10-26","2023-01-12","","exact","1","","",""
"","89 Ledgeways 6 7","","","72934492","89 Ledgeways 6 7","2022-01-16","2022-03-08","","exact","1","","",""
"","77 Woodcliff Road 5 4","","","72957188","77 Woodcliff Road 5 4","2022-03-23","2022-06-29","","exact","1","","",""
"","8 Lowell Rd 6 6","","","72781427","8 Lowell Rd 6 6","2021-02-01","2021-08-31","","exact","1","","",""
"","38 Windsor Road 5 6","","","72685493","38 Windsor Road 5 6","2020-07-05","2020-11-12","","exact","1","","",""
"","10 Albion Rd 6 6","","","72584090","10 Albion Rd 6 6","2019-10-22","2020-08-10","","exact","1","","",""
"","92 Hundreds Rd 6 7","","","72945333","92 Hundreds Rd 6 7","2022-02-22","2022-06-22","","exact","1","","",""
"","21 Greylock Road 7 7","","","72696249","21 Greylock Road 7 7","2020-07-21","2022-01-27","","exact","1","","",""
"","62 Hampshire Road 7 6","","","72665035","62 Hampshire Road 7 6","2020-05-31","2020-09-22","","exact","1","","",""
"","15 Falmouth Circle 7 6","","","72440081","15 Falmouth Circle 7 6","2019-01-10","2020-05-04","","exact","1","","",""
"","190 Pond Rd 5 6","","","72854444","190 Pond Rd 5 6","2021-06-21","2022-01-27","","exact","1","","",""
"","62 & 66 Temple Rd 5 5","","","72729066","62 & 66 Temple Rd 5 5","2020-09-17","2021-01-05","","exact","1","","",""
"","43 Highgate 5 4","","","72668836","43 Highgate 5 4","2020-06-05","2020-12-03","","exact","1","","",""
"","146 Lowell Road 6 5","","","72995949","146 Lowell Road 6 5","2022-06-09","2022-08-09","","exact","1","","",""
"","60 White Oak Rd 5 6","","","72681765","60 White Oak Rd 5 6","2020-06-26","2020-09-01","","exact","1","","",""
"","47 Royalston Road 5 6","","","72520847","47 Royalston Road 5 6","2019-06-17","2020-02-27","","exact","1","","",""
"","58 Ridge Hill Farm Rd 5 7","","","72829868","58 Ridge Hill Farm Rd 5 7","2021-05-11","2021-06-29","","exact","1","","",""
"","68 Woodcliff Rd 5 6","","","72947862","68 Woodcliff Rd 5 6","2022-03-01","2022-05-03","","exact","1","","",""
"","15 Winding River Cir 6 7","","","72906189","15 Winding River Cir 6 7","2021-10-07","2021-12-15","","exact","1","","",""
"","12 Mountview Rd 5 6","","","72772343","12 Mountview Rd 5 6","2021-01-06","2021-03-31","","exact","1","","",""
"","16 Ridge Hill Farm Rd 5 5","","","72600449","16 Ridge Hill Farm Rd 5 5","2019-12-12","2021-02-28","","exact","1","","",""
"","68 Woodcliff 5 6","","","72822358","68 Woodcliff 5 6","2021-04-27","2021-07-13","","exact","1","","",""
"","15 Woodcliff Rd 6 6","","","73092766","15 Woodcliff Rd 6 6","2023-03-28","2023-05-29","","exact","1","","",""
"","95 Albion Rd 7 6","","","72508818","95 Albion Rd 7 6","2019-05-29","2020-04-01","","exact","1","","",""
"","17 Clark Road 6 8","","","72675447","17 Clark Road 6 8","2020-06-16","2020-11-30","","exact","1","","",""
"","29 Croton St 5 4","","","73054319","29 Croton St 5 4","2022-11-01","2022-12-22","","exact","1","","",""
"","124 Dover Rd 6 6","","","72674152","124 Dover Rd 6 6","2020-06-14","2020-08-30","","exact","1","","",""
"","64 Cartwright Road 7 6","","","72954326","64 Cartwright Road 7 6","2022-03-16","2022-07-14","","exact","1","","",""
"","37 Royalston Rd 6 6","","","72792698","37 Royalston Rd 6 6","2021-03-02","2021-06-09","","exact","1","","",""
"","60 Audubon Rd 6 7","","","72920133","60 Audubon Rd 6 7","2021-11-14","2022-05-22","","exact","1","","",""
"","36 Oakridge 5 5","","","72915276","36 Oakridge 5 5","2021-11-01","2021-12-29","","exact","1","","",""
"","8 Deerfield Road 6 6","","","72873943","8 Deerfield Road 6 6","2021-07-28","2022-01-31","","exact","1","","",""
"","71 Carisbrooke Rd 5 4","","","72989699","71 Carisbrooke Rd 5 4","2022-05-31","2022-08-14","","exact","1","","",""
"","44 Sabrina Road 6 7","","","72694417","44 Sabrina Road 6 7","2020-07-19","2021-01-04","","exact","1","","",""
"","211 Grove St 7 7","","","72621345","211 Grove St 7 7","2020-02-18","2020-05-31","","exact","1","","",""
